song_id,song_name,artists,genres
18262188.0,BELIEVER (feat. Nafe Smallz),"Branco,Gilli,Nafe Smallz","danish hip hop,danish pop,uk drill,uk hip hop,danish pop"
18262189.0,LEVEL UP,"Branco,Gilli","danish hip hop,danish pop,danish pop"
18273528.0,VERDEN VENDER,"Branco,Gilli","danish hip hop,danish pop,danish pop"
18262195.0,FRENCH CONNECTION,"Branco,Gilli","danish hip hop,danish pop,danish pop"
18262194.0,NO GAMES,"Branco,Gilli","danish hip hop,danish pop,danish pop"
18262196.0,MOTIVATION,"Branco,Gilli","danish hip hop,danish pop,danish pop"
18290708.0,Jeg Brækker Mig,Pattesutter,"dakke dak,danish hip hop,danish pop"
18293699.0,Energi,Xabski,danish hip hop
18292961.0,Nino,Michael Williams,danish hip hop
18283624.0,There For You,Nicklas Sahl,danish pop
18293718.0,Cute men Psycho,Sandra Hussein,
18354469.0,Lucifina,Fie Laursen,danish pop
18371657.0,Sex On The Beach,Ude Af Kontrol,"dakke dak,danish pop"
18374411.0,Vil Du Med…,"Suspekt,Tessa","danish hip hop,danish pop,danish hip hop,danish pop"
18374377.0,Mer Prestige Mer Pastis,"Suspekt,USO,Marwan","danish hip hop,danish pop,dakke dak,danish hip hop,danish pop,danish hip hop"
18374382.0,Fang Mig I En Brandert,Suspekt,"danish hip hop,danish pop"
18374409.0,Gonzo,Suspekt,"danish hip hop,danish pop"
18374388.0,Min Ven Min Ven,Suspekt,"danish hip hop,danish pop"
18374349.0,Kom Og Tag Mine Øjne,Suspekt,"danish hip hop,danish pop"
18374415.0,Dø I Norden,Suspekt,"danish hip hop,danish pop"
18374360.0,Lykken Kommer,"Suspekt,Anne Linnet","classic danish pop,danish pop,dansktop,danish hip hop,danish pop"
18374397.0,Viking I Blodet,Suspekt,"danish hip hop,danish pop"
18374361.0,Helt Fuckt,Suspekt,"danish hip hop,danish pop"
18374974.0,Klovne,RH,"danish hip hop,danish pop"
18374405.0,Kroppen Og Mit Ansigt (Gråvejr),Suspekt,"danish hip hop,danish pop"
18374400.0,Jeg Har Det Fedt,Suspekt,"danish hip hop,danish pop"
18374990.0,Click,Shooter Gang,
18374386.0,Sindssyge Ting,Suspekt,"danish hip hop,danish pop"
18374979.0,J'AI MAL,AMAL,"danish hip hop,danish pop"
18374403.0,Det Goe Det Grønne,Suspekt,"danish hip hop,danish pop"
18374407.0,Hundetimen,Suspekt,"danish hip hop,danish pop"
6722.0,Proletar (Hvor Jeg Står),Suspekt,"danish hip hop,danish pop"
18462047.0,Po Po,ZK,
18462048.0,Typisk Mig,"Gio,Jimilian","danish hip hop,danish hip hop,danish pop"
18464240.0,Kender Ham Godt,Young Juu,
18464237.0,Drømte,Gobs,danish hip hop
18462049.0,Uforglemmelig,Xander,"danish hip hop,danish pop"
18459830.0,Ses Om En Uge,Burhan G,"classic danish pop,danish hip hop,danish pop,europop"
17349526.0,Crown,Stormzy,"grime,uk hip hop"
18466763.0,Aloha,Maria & Bea,
17344971.0,Wiley Flow,Stormzy,"grime,uk hip hop"
15707382.0,LALALA (Sut Min Pik),Jesu Brødre,"danish hip hop,danish pop"
11037611.0,If I Killed Your Night,Nicklas Sahl,danish pop
5570678.0,HUMBLE.,Kendrick Lamar,"conscious hip hop,hip hop,pop rap,rap,west coast rap"
18533139.0,Pas Oublié (feat. Gilli),"Isaac Kasule,Gilli","danish hip hop,danish pop,danish hip hop"
18540323.0,Nobody's Lover (feat. Lord Siva),"Clara,Lord Siva","danish hip hop,danish pop,danish pop"
18553026.0,Corona,ADHD,"dakke dak,danish hip hop,danish pop"
18539840.0,Uforglemmelig,"Xander,Amna Naseer","danish hip hop,danish pop"
18544825.0,Lille Spejl,ADHD,"dakke dak,danish hip hop,danish pop"
18539860.0,Labyrint,Xander,"danish hip hop,danish pop"
18535937.0,Carry On,"Martin Jensen,MOLOW","big room,dance pop,danish electronic,edm,electro house,pop,pop edm,tropical house"
18531612.0,G Ting,PAY,
18432271.0,Brug din fantasi,Karla & Liva,
18432272.0,Superhelten,JAAIIL,
18432270.0,"Du Ved, Hvad Der Skal Ske!",MGP Allstars 2020,
18432276.0,Ingen plan B,Liva,
18432273.0,Syng det ud,Mynthe,
18432274.0,Mit hjerte der griner,Siff,
18432277.0,Stjernen i det blå,Julie,
18432275.0,Boombadah basta,D&A,
18432278.0,Stjerneskud,William,
18544839.0,Soldat,Baloosh,
18539859.0,Hvil I Fred (feat. Jamaika),"Xander,Jamaika","danish hip hop,danish pop,danish hip hop,danish pop"
18539849.0,Cassie (feat. Suspekt),"Xander,Suspekt","danish hip hop,danish pop,danish hip hop,danish pop"
18624372.0,Se Os,Citybois,"danish hip hop,danish pop"
18650143.0,Better,Scarlet Pleasure,danish pop
18624391.0,Se Mig Falde (feat. Jamaika),"IBO,Jamaika","danish hip hop,danish pop"
18624418.0,Need For Speed,Carmon,"danish hip hop,danish pop"
18624406.0,Kropssprog,Toko,
18624412.0,Lacag (feat. HAM fra Syd),"DON x LEE x BARBER,HAM fra Syd",danish hip hop
18243449.0,YES,BEN & TAN,
18657986.0,YES,BEN & TAN,
18629630.0,Rain,"Aitch,AJ Tracey,Tay Keith","grime,uk hip hop,manchester hip hop"
15032505.0,F.N,Lil Tjay,"melodic rap,nyc rap"
18686034.0,YO,"Faustix,Joey Moe","danish hip hop,danish pop,europop,dakke dak,danish pop"
18701813.0,Så'n der,Tessa,"danish hip hop,danish pop"
18701817.0,Nådig (feat. NODE),"Larry 44,NODE","danish hip hop,danish pop"
18701830.0,Ny Strategi,"Maurice,ICEKIID","danish hip hop,danish pop"
18701840.0,VEAF,AMAL,"danish hip hop,danish pop"
18701827.0,Fængselsbrev,Beko,danish hip hop
4165.0,Jealous,Labrinth,pop
18765269.0,Scars,Lukas Graham,"danish pop,pop,scandipop"
18768747.0,Amsterdam,Fouli,"danish hip hop,danish pop"
18771148.0,Nudes,Jada,
18773211.0,The Middle,Dizzy Mizz Lizzy,"classic danish pop,danish alternative rock,danish pop,danish pop rock"
18768749.0,La Det Gå,Emil Kruse,"danish electropop,danish pop"
18771195.0,The Ricochet,Dizzy Mizz Lizzy,"classic danish pop,danish alternative rock,danish pop,danish pop rock"
20871.0,The Gambler,Kenny Rogers,"adult standards,classic country pop,country,mellow gold,nashville sound,soft rock"
15718074.0,føler mig selv 100,andreas odbjerg,scandinavian r&b
18850546.0,Gary Payton,"Noah Carter,Benny Jamz","danish hip hop,danish pop,danish pop"
18834447.0,"Big City, Bright Lights",The Minds Of 99,"danish alternative rock,danish pop"
18850523.0,Smid Tøjet,Jimilian,"danish hip hop,danish pop"
18838368.0,Glemmer Alting,"Faustix,Skinz","dakke dak,danish pop,danish hip hop,danish pop"
18850540.0,Comfort,Carmon,"danish hip hop,danish pop"
18845686.0,Digital Kærlighed,Lord Siva,"danish hip hop,danish pop"
18846045.0,Curtains of My Life,Hugo Helmig,danish pop
18924891.0,Nobody's Lover (feat. Lord Siva),"Clara,Lord Siva","danish hip hop,danish pop,danish pop"
18925770.0,"Blitz, Baby",Jung,
18925815.0,Hun Kommer Tilbage,Jung,
18926576.0,Jeg Skal Nok Vente,Jung,
18846150.0,Growing Up Sucks,Clara,danish pop
18837855.0,Bad Intentions,Alexander Oscar,danish pop
18850609.0,Hvad Skal Jeg Tro På,Jung,
18883905.0,LOYAL (feat. Drake),"PARTYNEXTDOOR,Drake","canadian hip hop,canadian pop,hip hop,pop rap,rap,toronto rap,hip hop,pop,pop rap,rap,toronto rap,trap,urban contemporary"
18932356.0,Lang Tid Siden,Lord Siva,"danish hip hop,danish pop"
18932396.0,Bedre,Lord Siva,"danish hip hop,danish pop"
19094038.0,YES,BEN & TAN,
19417017.0,Fugtig,Ude Af Kontrol,"dakke dak,danish pop"
19489129.0,Være Der For Dig,Shooter Gang,
19483522.0,Stjerner (feat. KIDD),"Emil Kruse,KIDD","danish hip hop,danish pop,danish electropop,danish pop"
19496380.0,Cayendo (Side A - Acoustic),Frank Ocean,"alternative r&b,hip hop,lgbtq+ hip hop,pop,pop rap,rap"
19514510.0,Conmiga,Camur,
19466372.0,Still Alive,Maximillian,danish pop
19514411.0,21:4,Mads Langer,"danish pop,danish pop rock"
19483503.0,Waow,Danni,danish hip hop
19449324.0,Rastløs,Joey Moe,"danish hip hop,danish pop,europop"
19522460.0,DRUK,"Johny Cola,Randers Cowboys","dakke dak,dakke dak,danish hip hop,danish pop"
1255556.0,Push The Feeling On - Mk Dub Revisited Edit,"Nightcrawlers,MK","deep groove house,edm,house,pop,tropical house,disco house,hip house,vocal house"
10091417.0,Crying In The Sun,"Faustix,RANI","dakke dak,danish pop"
796854.0,En Dag Tilbage,Nik & Jay,"danish hip hop,danish pop,europop"
19619340.0,Min Bror (feat. ICEKIID),"Josef Og Elias,ICEKIID","danish hip hop,danish pop,danish hip hop,danish pop"
19619156.0,Bilen Skrider (feat. Orgi-E),"NODE,Orgi-E","danish hip hop,danish pop,danish hip hop,danish pop"
19619863.0,En Sidste Gang,Fie Laursen,danish pop
19619874.0,Le passé,"Eight O,Sleiman,Lacrim","danish hip hop,danish pop,arabic hip hop,francoton,french hip hop,pop urbaine,rap maroc"
474695.0,Midt Om Natten,Kim Larsen,"classic danish pop,danish pop,danish pop rock"
7320241.0,Turn Back Time,Daniel Schulz,
19548416.0,I Saw a Tiger,Joe Exotic,
19737913.0,WHIP WHOP,I$WAAL,
19735650.0,Verden I Farver,Hjalmer,danish pop
19740999.0,Sunshine,Amina,
19738191.0,Klamydia,Pattesutter,"dakke dak,danish hip hop,danish pop"
19737912.0,Ballerina,Merro8,
19730353.0,Nothing Really Matters,"Tiësto,Becky Hill","big room,brostep,dance pop,edm,electro house,house,pop,trance,tropical house,house,pop house,tropical house,uk pop"
19737908.0,Paris,Lamin,danish hip hop
811702.0,De Smukke Unge Mennesker,Kim Larsen,"classic danish pop,danish pop,danish pop rock"
11100814.0,Ingen skyer solen skinner,Sivas,"danish hip hop,danish pop"
19825688.0,SPORT,"TopGunn,Branco","danish hip hop,danish pop,danish pop"
19825664.0,NO SKRUB$,"TopGunn,Medina","danish hip hop,danish pop,danish pop,europop"
19833747.0,SKRIV TIL MIG (feat. ICEKIID),"TopGunn,ICEKIID","danish hip hop,danish pop,danish hip hop,danish pop"
19828464.0,MASH,TopGunn,"danish hip hop,danish pop"
19856961.0,BELLA,TopGunn,"danish hip hop,danish pop"
19845821.0,EN GANG MERE,"TopGunn,JOSVA,Pind","danish hip hop,danish pop"
19857448.0,RnB,TopGunn,"danish hip hop,danish pop"
19856963.0,12 TIMER,TopGunn,"danish hip hop,danish pop"
19825668.0,Stensikker,Artigeardit,"danish hip hop,danish pop"
19825676.0,Dø I Norden (feat. Suspekt) - Tobias Rahim Remix,"Tobias Rahim,Suspekt","danish hip hop,danish pop"
19825672.0,For Mig,Isaac Kasule,danish hip hop
19822045.0,Stay Or Go,HEDEGAARD,"danish electronic,danish pop,scandipop"
19871976.0,Tættere End Vi Tror,"P3,Tessa,Lukas Graham,Mads Langer,Jada,Benjamin Hav,Clara,Don Stefano","danish pop,danish pop rock,danish pop,pop,scandipop,danish pop,danish hip hop,danish pop"
18463131.0,Kids,FOOL,
19901460.0,Top Shelf,Noah Carter,"danish hip hop,danish pop"
19901461.0,Luv Jawn,Noah Carter,"danish hip hop,danish pop"
19911079.0,Roskilde Sangen - Corona Remix,"Jesu Brødre,Anders Hemmingsen","danish hip hop,danish pop,dakke dak"
19909291.0,Sol Over København (feat. KESI),"Citybois,KESI","danish hip hop,danish pop,danish hip hop,danish pop"
19911058.0,Sandheden,Jimilian,"danish hip hop,danish pop"
19909682.0,Love Songs,Lukas Graham,"danish pop,pop,scandipop"
19907544.0,I'm Just Feelin' (Du Du Du),"Imanbek,Martin Jensen","big room,dance pop,danish electronic,edm,electro house,pop,pop edm,tropical house"
19911063.0,Sleepwalker (feat. Awinbeh),"Phlake,Mercedes the Virus,Awinbeh","danish pop,scandinavian r&b"
19909931.0,Eleven (feat. Summer Walker),"Khalid,Summer Walker","pop,pop,pop rap"
19989112.0,Gang Igen,KIDD,"danish hip hop,danish pop"
18755621.0,Nu,N3LLY,
20006341.0,Ringer I Morgen,Citybois,"danish hip hop,danish pop"
20008708.0,Gelato,Benny Jamz,danish pop
20006343.0,Bare Dans,KIDD,"danish hip hop,danish pop"
20034733.0,SOS,Scarlet Pleasure,danish pop
20006337.0,Afstand,Bro,"danish hip hop,danish pop"
20034736.0,Gutterne,"Specktors,Nonsens","bass trap,catstep,danish electronic,electro house,electronic trap,dakke dak,danish hip hop,danish pop"
20006353.0,HUS (feat. Djämes Braun),"Specktors,Nonsens,Djämes Braun","bass trap,catstep,danish electronic,electro house,electronic trap,dakke dak,danish hip hop,danish pop,dakke dak,danish hip hop,danish pop"
20034739.0,Unz Unz,"Specktors,Nonsens","bass trap,catstep,danish electronic,electro house,electronic trap,dakke dak,danish hip hop,danish pop"
20006360.0,Weekendtur,Toko,
20000349.0,I Don't Know Why,"NOTD,Astrid S","dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house,dance pop,edm,electro house,electropop,pop,pop edm,post-teen pop,tropical house"
20055002.0,Mor,Citybois,"danish hip hop,danish pop"
20004614.0,Zoo York (feat. Fivio Foreign & Pop Smoke),"Lil Tjay,Fivio Foreign,Pop Smoke","melodic rap,nyc rap"
18043576.0,Svag,Victor Leksell,"swedish pop,swedish urban"
20006808.0,2 Stepper,Gio,danish hip hop
20084175.0,Hangover,Ude Af Kontrol,"dakke dak,danish pop"
18202457.0,Bando,ANNA,
20112509.0,KIKI (feat. Gilli),"LOLO,Gilli","danish hip hop,danish pop"
20112502.0,Tilbage,"KESI,Hennedub","danish hip hop,danish pop"
20112504.0,Glo På Mig,Tessa,"danish hip hop,danish pop"
20801666.0,Sol Over København (feat. KESI),"Citybois,KESI","danish hip hop,danish pop,danish hip hop,danish pop"
20112518.0,Kærlighed Gør Blind,Citybois,"danish hip hop,danish pop"
20801671.0,Ringer I Morgen,Citybois,"danish hip hop,danish pop"
20112506.0,Du Ka' Li',Citybois,"danish hip hop,danish pop"
20807086.0,Når Du Møder Mig (feat. Michael Williams),"Citybois,Michael Williams","danish hip hop,danish pop,danish hip hop"
20807095.0,Vant Til (feat. ICEKIID),"Citybois,ICEKIID","danish hip hop,danish pop,danish hip hop,danish pop"
20818733.0,Genie In A Bottle,"Faustix,Litening","dakke dak,danish pop"
20802236.0,Finde Tilbage,Citybois,"danish hip hop,danish pop"
20802754.0,Helt Ærlig,Citybois,"danish hip hop,danish pop"
20808365.0,Se Os,Citybois,"danish hip hop,danish pop"
20112516.0,Savnet,Gobs,danish hip hop
20098960.0,Slip Away,"Phlake,Mercedes the Virus","danish pop,scandinavian r&b"
20809143.0,Mor,Citybois,"danish hip hop,danish pop"
20801674.0,Sig Mig,Citybois,"danish hip hop,danish pop"
20112507.0,Silly Dancer,"Phlake,Mercedes the Virus","danish pop,scandinavian r&b"
20818738.0,Det Kom Som Et Chok,Citybois,"danish hip hop,danish pop"
20818744.0,Hva´ Så Nu,Citybois,"danish hip hop,danish pop"
20818745.0,Hvor Vi Ender,Citybois,"danish hip hop,danish pop"
20807742.0,Baby Steps,"Phlake,Mercedes the Virus","danish pop,scandinavian r&b"
20818748.0,Søndag Nat,Citybois,"danish hip hop,danish pop"
20112511.0,Under Solen,Karl William,danish pop
20112361.0,In The Window Frame,Nicklas Sahl,danish pop
20098951.0,Sleepwalker (feat. Awinbeh),"Phlake,Mercedes the Virus,Awinbeh","danish pop,scandinavian r&b"
20112513.0,Ensom Forevigt,NOAH,danish pop
20112524.0,Aliens Need Love Too,"Phlake,Mercedes the Virus","danish pop,scandinavian r&b"
20791326.0,Waited All Summer,"Phlake,Mercedes the Virus","danish pop,scandinavian r&b"
20840717.0,Avatar,"NODE,Larry 44","danish hip hop,danish pop"
20840720.0,King Kong,Josef Og Elias,"danish hip hop,danish pop"
20837588.0,Leap Of Faith,Christopher,danish pop
20840722.0,The Show Must Go On,Benjamin Hav,
20840800.0,TG BANDO (Marwan X Shooter Gang X Speedy),"Marwan,Shooter Gang,Speedy",danish hip hop
20840742.0,Numero Uno,Simsey,
20840830.0,Paranoia,"Sleiman,Marwa Loud,JahMxli","danish hip hop,danish pop,francoton,moroccan pop"
13250977.0,Lonely,Jada,
16245864.0,Istedgade (Uhh),Hjalmer,danish pop
20877647.0,The Last Dance - X Factor Denmark 2020,Alma,
20877650.0,Selvmord på Dansegulvet - X Factor Denmark 2020,Emil Wismann,
20877649.0,Karma Is A Bitch - X Factor Denmark 2020,Mathilde Caffey,
20943185.0,Solskin 2.0,ZK,
20943187.0,Cardi B,Benny Jamz,danish pop
20943192.0,Modvind,Carmon,"danish hip hop,danish pop"
19489796.0,Box,KDZ,
21035102.0,Loaded,Fouli,"danish hip hop,danish pop"
,Fokuseret,Omar,
21035124.0,Si Si Maria,Papito,
21034188.0,Dance Dance Dance,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
21035150.0,Someone Said,FOOL,
21121744.0,L.U.V,Gilli,"danish hip hop,danish pop"
21121742.0,ErruDumEllaHvad,ICEKIID,"danish hip hop,danish pop"
21121756.0,600 Heste,RH,"danish hip hop,danish pop"
21121751.0,Den Værste,Artigeardit,"danish hip hop,danish pop"
20837511.0,SAD - Imanbek xxx Remix,"Rasster,Erin Bloomer,Imanbek",indie cafe pop
21193070.0,Svag,Victor Leksell,"swedish pop,swedish urban"
21200615.0,GoMore,"Larry 44,Sivas","danish hip hop,danish pop"
21210108.0,Bål,Tessa,"danish hip hop,danish pop"
21210112.0,Ny Dag,Stepz,danish pop
21210116.0,Frisk på Det Hele,Jimilian,"danish hip hop,danish pop"
21210127.0,Hvem Vil Ik (feat. IBO),"Jamaika,IBO","danish hip hop,danish pop"
21238753.0,SOS,Scarlet Pleasure,danish pop
21218444.0,Hello,Scarlet Pleasure,danish pop
21210183.0,Salaam,"Gigis,ZK","danish hip hop,danish pop"
21187258.0,Fuck Dig (Centrum) [feat. LUNA],"Skinz,LUNA","danish hip hop,danish pop"
21210123.0,Urørlig,"Gigis,Fouli","danish hip hop,danish pop,danish hip hop,danish pop"
21210230.0,Technodad,Faustix,"dakke dak,danish pop"
21210135.0,Combo (feat. Fouli),"Maurice,Fouli","danish hip hop,danish pop"
21209250.0,Sooner or Later,Hugo Helmig,danish pop
21210172.0,Lytter Ik,"Gigis,Carmon","danish hip hop,danish pop,danish hip hop,danish pop"
21210142.0,Gertrud pt. II,Gigis,"danish hip hop,danish pop"
21238755.0,Flying (echoes in the sky),Scarlet Pleasure,danish pop
21238758.0,Lost,Scarlet Pleasure,danish pop
21238759.0,Life in Stereo,Mads Langer,"danish pop,danish pop rock"
21238760.0,Better,Scarlet Pleasure,danish pop
21244450.0,Brobizz,"Gigis,Gilli","danish hip hop,danish pop,danish hip hop,danish pop"
21270923.0,Midsommersangen,Shu-Bi-Dua,"bubblegum dance,classic danish pop,danish pop,dansktop"
2764936.0,Danmark,Shu-Bi-Dua,"bubblegum dance,classic danish pop,danish pop,dansktop"
726079.0,Fru Sauterne,Kim Larsen,"classic danish pop,danish pop,danish pop rock"
10264870.0,Den Røde Tråd,Shu-Bi-Dua,"bubblegum dance,classic danish pop,danish pop,dansktop"
21244452.0,Salaam,"Gigis,ZK","danish hip hop,danish pop"
21244444.0,Urørlig,"Gigis,Fouli","danish hip hop,danish pop,danish hip hop,danish pop"
21244445.0,Lytter Ik,"Gigis,Carmon","danish hip hop,danish pop,danish hip hop,danish pop"
5879651.0,Mamacita,"KESI,Benny Jamz","danish hip hop,danish pop,danish pop"
21287329.0,Snik Snak,Gilli,"danish hip hop,danish pop"
19445968.0,Me Provocas,"Dynoro,Fumaratto","edm,tropical house"
6222266.0,Rica,"Gilli,KESI,Sivas","danish hip hop,danish pop,danish hip hop,danish pop,danish hip hop,danish pop"
21287341.0,Corolla (feat. Branco),"Sinds,Branco",danish pop
21287332.0,Solhverv,Lord Siva,"danish hip hop,danish pop"
21287327.0,Gravity,Malte Ebert,scandipop
19735687.0,Somebody's Watching Me,"Chico Rose,71 Digits","big room,deep big room,electro house,sky room"
10639342.0,Blondiner & Brunetter,ICEKIID,"danish hip hop,danish pop"
19378641.0,Girl Like You,Clara,danish pop
21287367.0,Jesus,Tobias Rahim,
21364235.0,Get Money (Motivation Session),Branco,danish pop
21364229.0,Fra Start,ATYPISK,"danish hip hop,danish pop"
21364226.0,Neymar (Josef Og Elias X Carmon),"Josef Og Elias,Carmon","danish hip hop,danish pop,danish hip hop,danish pop"
21364233.0,ZERO,I$WAAL,
21364239.0,Zum Zum - Balken Remix,"Balken,ZK",dakke dak
21364241.0,Señorita (feat. Fouli),"Gobs,Fouli","danish hip hop,danish pop,danish hip hop"
21436924.0,Ballin' (feat. Kojo Funds),"Branco,Kojo Funds","grime,uk dancehall,uk hip hop,danish pop"
21441864.0,Rewinder (feat. Lamin & NODE),"Jamaika,Lamin,NODE","danish hip hop,danish pop,danish hip hop,danish pop,danish hip hop"
21441884.0,For Mine Egne (feat. Simsey),"Isaac Kasule,Simsey",danish hip hop
21441872.0,Flex,"Jimilian,Gio","danish hip hop,danish hip hop,danish pop"
21440563.0,Love Me Land,Zara Larsson,"dance pop,edm,pop,post-teen pop,scandipop,swedish electropop,swedish pop,tropical house"
21437938.0,Don't Cry For Me (with Jason Derulo),"Alok,Martin Jensen,Jason Derulo","dance pop,pop,pop rap,post-teen pop,urban contemporary,big room,dance pop,danish electronic,edm,electro house,pop,pop edm,tropical house,electro house,pop nacional"
21633737.0,ALL MY LOVE (feat. ATYPISK),"LOLO,ATYPISK","danish hip hop,danish pop"
21633747.0,Rundt,Benny Jamz,danish pop
21633771.0,Fuck Dig (feat. Tobias Rahim),"Emil Lange,Tobias Rahim",
21633762.0,Lighter,"Skinz,Emil Stabil","danish hip hop,danish pop,danish hip hop,danish pop"
21633778.0,Uh Nana,Shooter Gang,
21641980.0,Fred Men Kaos (feat. Carmon),"Danni,Carmon","danish hip hop,danish pop,danish hip hop"
21625684.0,Til Den Lyse Morgen,Medina,"danish pop,europop"
21637823.0,PSYKO,"Boris Laursen,Fie Laursen",danish pop
21627994.0,Kill Me Slow,"David Guetta,MORTEN","dance pop,edm,pop,danish electronic,danish pop,scandipop"
21633754.0,Stop Mig,Karl William,danish pop
21716956.0,Hotel Lobby,Pop Smoke,
21716986.0,Paranoia (feat. Gunna & Young Thug),"Pop Smoke,Gunna,Young Thug","atl hip hop,atl trap,gangster rap,melodic rap,pop rap,rap,trap,atl hip hop,hip hop,melodic rap,pop rap,rap,trap"
10200134.0,Dans for mig,QLF,
21625680.0,TELL ME WHY,The Kid LAROI,australian hip hop
21821161.0,Hold Min Hånd,Benjamin Hav,
21821168.0,Swing By (feat. Isaac Kasule),"Milbo,Isaac Kasule","danish hip hop,danish hip hop,danish pop"
21812300.0,TELL ME WHY,The Kid LAROI,australian hip hop
21835679.0,Varm Sommer,Merro8,
21816516.0,Lighter (feat. KSI),"Nathan Dawe,KSI",social media pop
22020147.0,Blå Himmel (feat. Hans Philip),"KESI,Hans Philip","danish hip hop,danish pop,danish pop"
22028485.0,Hygger Mig pt. 2 (feat. Gilli),"KESI,Gilli","danish hip hop,danish pop,danish hip hop,danish pop"
22024514.0,Niveauer,KESI,"danish hip hop,danish pop"
22037837.0,Tilbage,"KESI,Hennedub","danish hip hop,danish pop"
22020161.0,Baku (feat. ICEKIID),"KESI,ICEKIID","danish hip hop,danish pop,danish hip hop,danish pop"
22028491.0,Ik Tænk (feat. Benny Jamz),"KESI,Benny Jamz","danish hip hop,danish pop,danish pop"
22024510.0,Snak Lidt Med Mig,KESI,"danish hip hop,danish pop"
22028721.0,Forretning (feat. Sivas),"KESI,Sivas","danish hip hop,danish pop,danish hip hop,danish pop"
22037839.0,10 Timer,KESI,"danish hip hop,danish pop"
22028723.0,Fokus/Nætter (feat. Benny Jamz & Kimbo),"KESI,Benny Jamz,Kimbo","danish hip hop,danish pop,danish hip hop,danish pop"
22028717.0,Om Igen (feat. Noah Carter),"KESI,Noah Carter","danish hip hop,danish pop,danish hip hop,danish pop"
22037836.0,BO4L,KESI,"danish hip hop,danish pop"
22020184.0,"Livet Er Langt, Lykken Er Kort",KESI,"danish hip hop,danish pop"
22020155.0,Stilet,"Jimilian,Gio","danish hip hop,danish hip hop,danish pop"
21289548.0,Can't Sleep - Radio Version,"Ranji,Ghost Rider",progressive psytrance
22389899.0,WTF,Ude Af Kontrol,"dakke dak,danish pop"
22389210.0,Ghetto Fabulous,Tessa,"danish hip hop,danish pop"
22375025.0,I Nat (Artigeardit X Medina),"Artigeardit,Medina","danish pop,europop,danish hip hop,danish pop"
22390706.0,OKESÅ,"Jimilian,Gio","danish hip hop,danish hip hop,danish pop"
22390734.0,RING PÅ DIN FINGER,AMAL,"danish hip hop,danish pop"
22480186.0,Stilet,"Jimilian,Gio","danish hip hop,danish hip hop,danish pop"
21445014.0,SexyBack,"DMNDS,Koosen,Green Bull",
21633659.0,The Woodchuck Song,"AronChupa,Little Sis Nora",swedish pop
22656633.0,Pull Up,NODE,"danish hip hop,danish pop"
22672146.0,Sympati,Benny Jamz,danish pop
22668944.0,Djomb - Remix,"Bosh,Branco","french hip hop,pop urbaine,danish pop"
22672148.0,BAD BITCH (feat. Jimilian),"I$WAAL,Jimilian","danish hip hop,danish pop"
22672152.0,Blå Blink,Carmon,"danish hip hop,danish pop"
22664522.0,At Least I Had Fun,"Martin Jensen,RANI","big room,dance pop,danish electronic,edm,electro house,pop,pop edm,tropical house"
22759261.0,Guap,Stepz,danish pop
22778051.0,Nul,"Faustix,Ude Af Kontrol","dakke dak,danish pop,dakke dak,danish pop"
20088307.0,21,Polo G,chicago rap
22778044.0,Vi Ku,ZK,
22776065.0,Kbh Til LA,Gobs,danish hip hop
22778050.0,Smid Tøjet / Frisk På Det Hele - HEDEGAARD REMIX,"Jimilian,HEDEGAARD","danish electronic,danish pop,scandipop,danish hip hop,danish pop"
22778047.0,C'est La Vie,"Nella,Omar",
22775393.0,Entrepreneur - feat. JAY-Z,"Pharrell Williams,JAY-Z","east coast hip hop,gangster rap,hip hop,pop rap,rap,pop,pop rap"
22771741.0,Marilyn Monroe,Astrid S,"dance pop,electropop,norwegian pop,pop,post-teen pop,tropical house"
22778046.0,BangBangBang,"Jooks,Jonathan Elkær,Klamfyr",danish hip hop
134943.0,Øde Ø,Rasmus Seebach,"classic danish pop,danish pop"
22831070.0,Mundbind,ADHD,"dakke dak,danish hip hop,danish pop"
22873100.0,Tempo,Branco,danish pop
22874451.0,Til Banken (Natasja X Tessa X Karen Mukupa),"Natasja,Tessa,Karen Mukupa","classic danish pop,danish hip hop,danish pop,danish hip hop,danish pop"
22874462.0,Bedøvende,RH,"danish hip hop,danish pop"
22874459.0,Gå Spis,KESI,"danish hip hop,danish pop"
22874484.0,ASKIM BENIM,AMAL,"danish hip hop,danish pop"
22874469.0,Svømning,Xabski,danish hip hop
22874872.0,Vant Til,KESI,"danish hip hop,danish pop"
22874472.0,Bounce,KDZ,
22873104.0,WOMAN,FOOL,
22874478.0,Slapper Af,N3LLY,
22874474.0,Eurotrip,Specktors,"dakke dak,danish hip hop,danish pop"
22879845.0,Temptation,"Tiwa Savage,Sam Smith","pop,uk pop,afro dancehall,afropop,azonto,azontobeats,nigerian hip hop,nigerian pop"
22897285.0,Can't Lose,"Gilli,Mr Eazi","danish hip hop,danish pop,afro dancehall,afropop,ghanaian hip hop"
18281475.0,Element,Pop Smoke,
22980499.0,Simbo,"Ahmarni,Sandra Hussein",
22968948.0,CRIMEWAVE,Sivas,"danish hip hop,danish pop"
22968946.0,ELVIS (feat. Carmon),"Artigeardit,Carmon","danish hip hop,danish pop,danish hip hop,danish pop"
